worker_id_anon	ref_id	ref_len	sys_id	candidate	NLL	human_score	gm
0	121	40	19	The Member States concerned shall cooperate with the European Coordinator and provide it with the information needed to carry out its tasks under this Article, including information on the creation by the relevant national infrastructure plans.	0.581	89	2
0	121	40	4 7	The Member States concerned shall collaborate with the European Coordinator and provide it with the information needed to carry out the tasks referred to in this Article, including information on the development of the corridor in the relevant national infrastructure plans.	0.499	87	2
0	125	40	21	Under the established timetable, the fight against drugs, the strategy on the external aspects and the action plan for combating terrorism, complementing the Hague Action Plan.	0.843	74	1
0	125	40	3 5 10 12 22	In line with the established timetable, the fight against drugs, the strategy on the external aspects of the area of freedom, security and justice, and the Action Plan on Combating Terror which complement the Hague Action Plan.	0.505	73	1
0	125	40	16	In line with the timetable laid down here, the fight against drugs, the strategy on the external aspects and the action plan to combat terrorism, which complement the Hague Action Plan.	0.684	75	1
0	125	40	35	the fight against drugs, strategies relating to the external aspects of the area of freedom, security and justice, and the action plan for the fight against terrorism, which are complementary to the action plan, are consistent with the timetable set out in this Regulation.	-1	73	1
0	125	40	26	In line with the timetable laid down here, the fight against drugs, the strategy on the external aspects of the area of freedom, security and justice, and the Roadmap for Combating Terrorism which complement the Hague Programme of Action.	0.566	72	1
0	139	40	26	the derogating measure will only have a negligible impact on the overall amount of tax collected at the level of final consumption and will not have a negative impact on the Union ’s resources accruing from VAT, HAS ADOPTED THIS DECISION:	0.36	98	2
0	139	40	7 14	The derogating measure will only have a de minimis impact on the overall amount of tax levied at the level of final consumption and will not have a negative impact on the Union ’s own resources from VAT, HAS ADOPTED THIS DECISION:	0.476	95	2
0	139	40	23	the derogating measure will only have a negligible impact on the overall amount of tax levied on final consumption and will have no negative impact on the Union ’s own resources accumulated from VAT, HAS ADOPTED THIS DECISION:	0.543	85	2
0	139	40	15 25	the derogating measure will have only a negligible impact on the overall tax amount levied at final consumption level and will have no negative impact on the Union ’s own resources accruing from VAT, HAS ADOPTED THIS DECISION:	0.426	50	2
0	139	40	4 11	The derogating measure will only have a de minimis impact on the overall amount of tax collected at the level of final consumption and will not have a negative impact on the Union ’s own resources from VAT, HAS ADOPTED THIS DECISION:	0.463	95	2
0	120	40	27	‘ full - time refiner’ means a production unit whose sole activity is refining imported raw cane sugar, or refining, for the 2004/2005 or for Croatia for the 2007/05/2007/2007/2008, the 2007/2005 and 2007/2008 imported raw cane sugar.	0.608	37	1
0	120	40	7 12 13 14	‘ full - time refiner’ means a production unit whose sole activity is refinement of imported raw crude sugar, or, in the 2004/2005 marketing year or in the case of Croatia for the 2007/08 marketing year, refined at least 15 000 tonnes of imported raw crude sugar in the 2007/05 marketing year.	0.555	57	2
0	120	40	26	‘ full - time refiner’ means a production unit whose sole activity is refining of imported raw cane cane or, in the 2004/2005 marketing year or in the case of Croatia for the 2007/08 marketing year, a refining of not less than 15 000 tonnes of imported raw cane meat.	0.504	47	1
0	120	40	21	‘ full - time refiner’ means a production unit whose sole activity is refining imported raw cane sugar or, for the marketing year 2004/2005 or for Croatia, for the 2007/2008 marketing year or for the 2007/2008 marketing year, refining the imported raw cane sugar for the 2007/05 marketing year.	0.486	41	1
0	120	40	16	‘ full - time refiner’ means a production unit whose sole activity is refining of imported raw cane sugar or, for the marketing year 2004/2005 or for Croatia for the 2007/08 marketing year, refining at least 15 000 tonnes of imported raw cane sugar.	0.33	74	2
0	137	40	9 11	This will be further enhanced by promoting interdisciplinary learning through the active participation of industry in all actions and by establishing a specific mechanism for sharing knowledge in partnerships between the public and private sectors, including in particular small and medium - sized enterprises (SMEs).	0.468	90	2
0	137	40	3 6 22	This will be further enhanced by promoting interdisciplinary experiences through the active participation of industry in all actions and through the introduction of a specific knowledge - sharing mechanism in partnership between the public and private sectors, including in particular small and medium - sized enterprises (SMEs).	0.498	90	2
0	137	40	21	This will be further enhanced by promoting interdisciplinary experiences through active participation by industry across all actions and by establishing a specific knowledge - sharing mechanism within partnerships between the public and private sectors, including particularly small and medium - sized enterprises (SMEs).	0.703	85	2
0	137	40	27	This will further be expanded by fostering interdisciplinary learning through the active involvement of industry in all actions and by establishing a specific mechanism to share knowledge in partnerships between the public and private sectors, including in particular small and medium - sized enterprises (SMEs).	0.547	88	2
0	137	40	2 4	This will be further enhanced by promoting interdisciplinary experience through the active participation of industry in all actions and by establishing a specific mechanism for sharing knowledge in partnerships between the public and private sectors, including in particular small and medium - sized enterprises (SMEs).	0.422	90	2
0	120	40	15 22	‘ full - time refiner’ means a production unit whose sole activity consists in refining imported raw cane sugar or, in the 2004/2005 marketing year or for Croatia in the 2007/2008 marketing year, refining at least 15 000 tonnes for imported raw cane sugar.	0.416	65	2
0	120	40	0	of which the sole activity consists of refining imported raw cane sugar, or which refined in the marketing year 2004/2005 or, in the case of Croatia, 2007/2008 a quantity of at least 15 000 tonnes of imported raw cane sugar.	-2	100	2
0	120	40	20	‘ full - time refiner’ means a production unit whose sole activity consists in refining imported raw cane sugar, or refining, in the 2004/2005 marketing year, the 2007/2008 marketing year or the 2007/2008 marketing year for the 2007/2005 marketing year or the 2007/2008 marketing year.	0.441	28	1
0	120	40	3 5 10	‘ full - time refiner’ means a production unit whose sole activity is refining of imported raw crude sugar or, in the 2004/2005 marketing year or in the case of Croatia for the 2007/08 marketing year, refining at least 15 000 tonnes of imported raw crude sugar.	0.467	62	2
0	120	40	31	‘ full - time refiner’ means a production unit whose sole activity consists of refining imported raw cane sugar or, in the 2004/2005 marketing year or in the case of Croatia for the 2007/08 marketing year, refining at least 15 000 tonnes of imported raw cane sugar.	0.31	67	2
0	115	40	35	we understand under Public Affairs monitoring the current legal environment, monitoring the preparation of laws, regulations, and decrees at international, government, and regional levels, and their subsequent discussion in the Chamber of Deputies and the Senate of the Chamber of the Czech Republic.	-1	52	2
0	115	40	21	Under Public Affairs, we understand the follow - up to the existing legal environment, monitoring the preparations for laws, regulations and decrees at the international, governmental and regional level, and their subsequent deliberations, including the Senate and the Senate on the Czech Republic.	0.786	47	2
0	115	40	24	Under Public Affairs, we understand the follow - up of existing legal environments, monitoring of the preparation of laws, regulations and decrees at international, governmental and regional level, and their subsequent deliberations in the Chamber of Deputies and the Senate of the Parliament of the Czech Republic.	0.47	51	2
0	115	40	15 20	Under Public Affairs, we understand the follow - up to the existing legal environment, monitoring the preparations for laws, regulations and decrees at international, governmental and regional level, and their subsequent deliberations in the Commons and the Senate in the Czech Republic.	0.677	44	2
0	115	40	30	Under Public Affairs we understand the follow - up of the existing legal environment, the monitoring of the preparation of laws, regulations and decrees at international, governmental and regional level, and their subsequent deliberations in the Chamber of Deputies and in the Senate of the Parliament of the Czech Republic.	0.411	54	2
0	136	40	15	effective funding and evaluation Explore funding mechanisms and evaluation systems with the aim of improving quality, including through targeted support for disadvantaged citizens and developing effective and equitable instruments aimed at mobilising private investment in post - secondary education and training.	0.412	98	2
0	136	40	13	effective funding and evaluation Explore funding mechanisms and evaluation systems with a view to improving quality, including through targeted support for deprived citizens and the development of effective and equitable instruments aimed at leveraging private investment in post - secondary education and training.	0.506	94	2
0	136	40	19	effective funding and evaluation Explore funding mechanisms and evaluation systems with a view to improving quality, including through targeted support for disadvantaged citizens and developing effective and equitable instruments aimed at mobilising private investment into post - secondary education and training.	0.469	98	2
0	136	40	25	effective funding and evaluation Explore funding mechanisms and evaluation systems to improve quality, including through targeted support for disadvantaged people and the development of effective and equitable instruments aimed at mobilising private investment in post - secondary education and training.	0.389	97	2
0	136	40	29	effective funding and evaluation Explore funding mechanisms and evaluation systems with a view to improving quality, including through targeted support for disadvantaged citizens and the development of effective and equitable instruments aimed at mobilises private investment in post - secondary education and training.	0.533	99	2
0	111	20	8 11	Our marriage works, because a few years ago, I decided to tolerate certain things that concern you and cope with them.	0.61	77	2
0	111	20	26	because a few years ago, I decided to tolerate some of the things that concern you and deal with them.	0.688	54	1
0	111	20	24	Our marriage works because I've decided a few years back...... to tolerate certain items that concern you.	0.928	76	2
0	111	20	23	Our marriage works, because a few years ago, I chose to tolerate some of the things that concern you and deal with them.	0.701	84	2
0	111	20	32 33	My marriage works, because a few years ago, I decided to tolerate certain things that concern you and deal with them.	0.61	78	2
0	107	20	18 27	Look, next time, let me know what you're doing, so I can get to the bottom of the impact.	0.678	71	2
0	107	20	0	Look, next time, just let me know what you're doing first so I can at least prepare for the fallout.	-2	100	2
0	107	20	16 22	Look, next time, let me know what you're doing, so I can get ready for the impact.	0.59	92	2
0	107	20	20	Look, next time, tell me what you're doing, so I can at least prepare my impact.	0.634	57	2
0	107	20	17	Look, next time, tell me what you're doing, so I can at least prepare for the impact.	0.615	84	2
0	126	40	31	If the necessary steps incompatible with the delegated acts or requirements have not been taken, the validity of the derogation may be extended by another Commission Decision adopted in accordance with the procedure referred to in Article 55(2) at the request of the Member State which granted the approval.	0.493	10	2
0	126	40	30	If the necessary concepts for adapting the delegated acts or requirements have not been taken, the validity of the derogation may be extended by another Commission Decision adopted in accordance with the procedure referred to in Article 55(2) at the request of the Member State which granted the approval.	0.532	10	2
0	126	40	29	If the necessary steps to incorporate delegated acts or requirements have not been taken, the validity of the derogation may be extended by another Commission Decision adopted in accordance with the procedure referred to in Article 55(2) at the request of the Member State which granted the approval.	0.491	10	2
0	126	40	25	at the request of the Member State which granted the approval, the validity of the derogation may be extended by another Commission Decision adopted in accordance with the procedure referred to in Article 55(2).	0.397	15	2
0	126	40	22 24	If the necessary steps to adapt the delegated acts or requirements have not been taken, the validity of the derogation may be extended by another Commission Decision adopted pursuant to the procedure referred to in Article 55(2) at the request of the Member State which granted the approval.	0.342	12	2
0	117	40	18	the music of John Williams was simpler, the music so perfectly accompanied by the music, but Bach had no idea what films were, so he had no doubt to speak of the things his original audience had known.	0.71	70	1
0	117	40	15 26 32 33	"the music of John Williams was simpler, the music so perfectly accompanied by the music, but Bach had no idea what films were, so he had to ""talk"" about the things his original audience knew."	0.664	71	1
0	117	40	8 11 13 14	"it was easier with the film of John Williams, the music so perfectly accompanied by the music, but Bach had no idea what films were, so he had to ""talk"" about the things his original listeners knew."	0.704	71	1
0	117	40	29	"it was simpler with the film of John Williams, the music so perfectly accompanied by the music, but Bach had no idea what films were, so he had to ""talk"" about the things his original audiences knew."	0.715	72	1
0	117	40	16	it was simpler with the film of John Williams, the music so perfectly accompanied by the music, but Bach had no idea what films were, so he had to say, no doubt, the things his original audience recognized.	0.707	68	1
0	137	40	12 14	This will be further enhanced through the promotion of interdisciplinary learning through the active participation of industry in all actions and through the introduction of a specific knowledge - sharing mechanism between the public and private sectors, including in particular small and medium - sized enterprises (SMEs).	0.572	92	2
0	137	40	24	This will be further enhanced through the promotion of interdisciplinary experiences through the active participation of industries in all actions and through the introduction of a specific mechanism for sharing awareness in partnerships between the public and private sectors, including particularly small and medium - sized enterprises (SMEs).	0.659	92	2
0	137	40	33	This is further enhanced by promoting interdisciplinary experiences through the active participation of industry in all actions and by establishing a specific mechanism for sharing knowledge in partnerships between the public and private sectors, including in particular small and medium - sized enterprises (SMEs).	0.433	91	2
0	137	40	18	This will be further enhanced by promoting interdisciplinary experiences through active participation by industry across all actions and by establishing a specific mechanism for sharing knowledge within partnerships between the public and private sectors, including particularly small and medium - sized enterprises (SMEs).	0.688	93	2
0	137	40	29	This further stimulates the promotion of interdisciplinary experiences through the active participation of industry in all actions and by establishing a specific mechanism for sharing knowledge in partnerships between the public and private sectors, including in particular SMEs.	0.59	91	2
0	115	40	16 19	Under Public Affairs, we understand the follow - up of the existing legal environment, the monitoring of the preparation of laws, regulations and decrees at international, governmental and regional level, and their subsequent deliberations, especially at the Chamber of Deputies and the Senate of the Parliament of the Czech Republic.	0.504	87	2
0	115	40	29	Under Public Affairs, we encompass the monitoring of the existing legal environment, the monitoring of the preparation of laws, regulations and decrees at international, governmental and regional level, and their subsequent deliberations in the Chamber of Deputies and the Senate of the Czech Republic.	0.594	83	2
0	115	40	1 3 6 8 10 13 17 22 23 26 27 28 32 33 34	Under Public Affairs we understand the follow - up of the existing legal environment, the monitoring of the preparation of laws, regulations and decrees at international, governmental and regional level, and their subsequent deliberations in the Chamber of Deputies and the Senate of the Parliament of the Czech Republic.	0.41	86	2
0	115	40	2 4 5 7 9 11 12 14 25	Under Public Affairs, we understand the follow - up of the existing legal environment, the monitoring of the preparation of laws, regulations and orders at international, governmental and regional level, and their subsequent deliberations in the Chamber of Deputies and in the Senate of the Parliament of the Czech Republic.	0.451	86	2
0	115	40	18	Under Public Affairs, we understand the follow - up to the existing legal environment, monitoring the preparations for laws, regulations and decrees at international, governmental and regional level, and their subsequent deliberations, especially at the Chamber and the Senate on the Czech Republic.	0.799	87	2
0	124	40	24	in the gelcircuitry of his brain, Seurat encountered an idea that was not his: with Omnius's implant, one of the thousands in the subset of the independent robot's database that led him along the right paths, the evermind had determined.	0.535	87	2
0	124	40	21	Seurat had encountered an idea that was not his: with Omnius's implant, one among the thousands within the subgroup the independent robot's database that led him along the right paths, as the evermind had determined.	0.834	70	2
0	124	40	31	in the gelcircuitry of his brain, Seurat encountered an idea that was not his: with Omnius's implant, one of a thousand in the subgroup of the independent robot's databases, guiding him along the right paths, as the evermind had determined.	0.507	83	2
0	124	40	27	in the gelcircuitry of his mind, Seurat had encountered an idea that was not his: with Omnius's implant, one of the thousands in the subgroup of databases of the independent robot's database that led him along the right paths, as the evermind had determined.	0.638	76	2
0	124	40	16 19	Seurat had encountered an idea that was not his: with Omnius's implant, one of the thousands of the subset of the independent robot's database of databases that led him along the right paths, as the evermind had determined.	0.6	59	2
0	111	20	3 5 6 7 10 12 22	because a few years ago, I decided to tolerate certain things that concern you and deal with them.	0.643	73	2
0	111	20	34	Our marriage is working because I decided a few years ago to tolerate certain things that concern you and deal with them.	0.562	93	2
0	111	20	29	Our marriage works because a few years ago, I decided to tolerate certain things that affect you and dealing with them.	0.666	84	2
0	111	20	1 2 4 9 17 28 31	Our marriage works because I decided a few years ago to tolerate certain things that concern you and deal with them.	0.534	91	2
0	111	20	16 19	Our marriage works, because a few years ago, I decided to tolerate certain things that concern you and face them.	0.68	89	2
0	134	40	17 25	Domestic sales of a specific product type were considered sufficiently representative when the total domestic sales of that product type during the IP represented 5% or more of the total export sales of a comparable product type to the Community.	0.276	92	2
0	134	40	35	domestic sales of a particular species were considered sufficiently representative if the volume of domestic sales of this type during the IP represented at least 5% of the total volume of sales of a comparable type exported to the Community.	-1	50	2
0	134	40	8	Domestic sales of a particular product type were considered sufficiently representative when the total domestic sales of that product type during the IP represented 5% or more of the total product type of the comparable product type to the Community.	0.268	93	2
0	134	40	14	Domestic sales of a particular product type were considered sufficient when the total domestic sales of that product type during the IP represented 5% or more of the total product type in question to the Community.	0.459	93	2
0	134	40	20	Domestic sales of a specific product type were considered sufficiently representative when the total domestic sales of that product type during the IP represented 5% or more of the total export sales of a comparable product type into the Community.	0.309	92	2
0	76	10	1 4 6 7 8 11 13 14 26	Well, at least he was able to perform the prime task.	0.892	90	2
0	76	10	24	Well, he was able to do the prime task.	1.158	85	2
0	76	10	35	well, at least he did his primary job.	-1	88	2
0	76	10	16 18 19 21 23	Well, he was able to perform the primary task.	0.986	91	2
0	76	10	32 33 34	At least he was able to perform the primary task.	0.813	92	2
0	112	20	22	(l) brushes of a kind used as parts of vehicles (subheading 9603).	0.455	69	2
0	112	20	24	(m) brushes used as part of vehicles (heading 9603).	0.75	55	2
0	112	20	4 7 11 14	(l) brubrules of a kind used as parts of vehicles (heading 9603).	0.382	46	1
0	112	20	16	(l) brushes of a kind used for vehicles (heading 9603).	0.343	58	2
0	112	20	19	(l) brushes of use to be parts of vehicles (heading 9603).	0.475	42	1
0	132	40	27	C_2014159EN.01002901.xml EN Official Journal of the European Union C 159/29 Appeal brought against the Civil Service Tribunal of 11 December 2013 against the judgment of the Civil Service Tribunal of 11 December 2013 (Case F-117/11)	0.361	69	2
0	132	40	3 10 22	C_2014159EN.01002901.xml EN Official Journal of the European Union C 159/29 Appeal lodged on 21 February 2014 by Catherine Teughels against the judgment of the Civil Service Tribunal of 11 December 2013 in Case F-117/11, Teughels v Office for Harmonisation in the Internal Market (Trade Marks and Designs)	0.204	78	2
0	132	40	25	C_2014159EN.01002901.xml EN Official Journal of the European Union C 159/29 Appeal brought on 21 February 2014 by Catherine Teughels on the judgment of the Civil Service Tribunal of 11 December 2013 in Case F-117/11, Teughels v Commission (Case T-116/14 P)	0.232	95	2
0	132	40	1 8 28 30 31	C_2014159EN.01002901.xml EN Official Journal of the European Union C 159/29 Appeal brought on 21 February 2014 by Catherine Teughels against the judgment of the Civil Service Tribunal of 11 December 2013 in Case F-117/11:	0.142	92	2
0	132	40	32 33 34	C_2014149EN.01002901.xml EN Official Journal of the European Union C 159/29 Appeal brought on 21 February 2014 by Catherine Teughels against the judgment of the Civil Service Tribunal of 11 December 2013 in Case F-117/11, Teughels v Commission (Case T-116/14 P)	0.232	100	2
0	137	40	2 4	This will be further enhanced by promoting interdisciplinary experience through the active participation of industry in all actions and by establishing a specific mechanism for sharing knowledge in partnerships between the public and private sectors, including in particular small and medium - sized enterprises (SMEs).	0.422	91	2
0	137	40	17 26	This will be further enhanced by promoting interdisciplinary experiences through the active participation of industry in all actions and through the introduction of a specific knowledge - sharing mechanism in partnerships between the public and private sectors, including in particular small and medium - sized enterprises (SMEs).	0.429	91	2
0	137	40	20	This will be further enhanced by promoting interdisciplinary experiences through active participation by industry in all actions and by establishing a specific knowledge - sharing mechanism in partnerships between the public and private sectors, including in particular small and medium - sized enterprises (SMEs).	0.487	93	2
0	137	40	0	This will be enhanced by stimulating intersectoral experiences through active participation of industry, in all the actions and by putting in place the dedicated scheme for knowledge sharing in partnerships between the public and private sector, including in particular SMEs.	-2	100	2
0	137	40	33	This is further enhanced by promoting interdisciplinary experiences through the active participation of industry in all actions and by establishing a specific mechanism for sharing knowledge in partnerships between the public and private sectors, including in particular small and medium - sized enterprises (SMEs).	0.433	92	2
0	53	5	5 18 23	I could hear the entire story.	1.183	95	2
0	53	5	2 16	I could hear the whole story.	0.772	95	2
0	53	5	11 26	I was listening to the whole tale.	1.674	96	2
0	53	5	6 13 20	I heard the full tale.	1.116	95	2
0	53	5	12	I was listening to the story.	1.494	88	2
0	109	20	15	It explains how the Agency assessed the medicine so that it could recommend its authorisation in the EU and its conditions of use.	0.4	95	2
0	109	20	35	it explains how the Agency evaluated this product in order to recommend the issue of marketing authorisation in the EU and conditions of use.	-1	86	2
0	109	20	6	It is explained by the Agency ’s assessment of the medicine to recommend its authorisation in the EU and its conditions of use.	0.5	76	2
0	109	20	5	It explains how the Agency evaluated the medicine to recommended its authorisation in the EU and its conditions of use.	0.605	81	1
0	109	20	28 31	It explains how the Agency assessed the medicine to recommend its authorisation in the EU and its conditions of use.	0.077	100	2
0	103	20	5 12 18 23 26	Subject: Introducing bilingualism at the Resia, Torre and Natisone valleys Answer from the Commission (17 February 2009)	0.54	95	2
0	103	20	34	Subject: Establishment of bilingualism in the Resia, Torre and Natisone valleys in the province of Udine Answer from the Commission (17 February 2009)	0.266	93	2
0	103	20	28 29 30 31	Subject: Introduction of bilingualism in the Resia, Torre and Natisone valleys in the province of Udine Answer from the Commission (17 February 2009)	0.24	93	2
0	103	20	6 13 20	Subject: Introducing bilingualism in the Resia, Torre and Natisone valleys in the Udine province Answer by the Commission (17 February 2009)	0.58	93	2
0	103	20	3 10 15 22	Subject: Introducing bilingualism in the Resia, Torre and Natisone valleys in Udine Answer from the Commission (17 February 2009)	0.368	96	2
0	83	10	2 4 9 11 17 25	Looks like it's time for Kal - El to leave.	0.64	60	2
0	83	10	35	looks like it's time for Kal-El to go home.	-1	90	2
0	83	10	20 23 24	Looks like it's about time Kal - El's in the house.	0.791	44	2
0	83	10	29	Looks like it's finally time for Kal - El to go home.	0.796	100	2
0	83	10	32 33 34	It looks like it's time for Kal - El to go home.	0.4	92	2
0	66	10	0	I think that is quite enough pictures of the cheerleaders.	-2	100	2
0	66	10	32	Well, I think there's a lot of cheerleading pictures.	0.743	83	2
0	66	10	29	I think there's a lot of cheerleaders' pictures.	0.646	74	2
0	66	10	33	I mean, there's a lot of cheerleading pictures.	0.664	83	2
0	66	10	2 4 5 7 9 11 12 14 22 24 27	I think there's a lot of cheerleading images.	0.689	85	2
0	59	5	3 10 15	You weigh 1,000,000 pounds.	0.742	96	2
0	59	5	13	You weed 1,000,000 pounds.	1.041	59	2
0	59	5	35	you weigh a million pounds.	-1	99	2
0	59	5	28 30 31	You weigh a million pounds.	0.281	100	2
0	59	5	14 27	You weed 1,000,000 quid.	1.232	38	2
0	45	5	28 29 30 31 32 33 34	on plant hybrids.	0.667	71	2
0	45	5	0	"Experiments on plant hybrids... """	-2	100	2
0	45	5	14 27	of herbal hybrid experiments.	1.793	56	2
0	45	5	4 7 19 21 24	herbal hybrid experiments.	1.222	56	2
0	45	5	2 9 16	the experiments on herbal hybrids.	1.022	64	2
0	124	40	15 20 22	in the gelcircuitry gelcircuitry, Seurat had encountered an idea that was not his: with Omnius's implant, one in a thousand in the subgroup in the independent robot's database that led him along the right paths, as the evermind had determined.	0.654	60	1
0	124	40	1 3 6 8 10 13 17 28 30 32 33 34	in the gelcircuitry of his brain, Seurat encountered an idea that was not his: with Omnius's implant, one of a thousand in the subgroup of the independent robot's databases that led him along the right paths, as the evermind had determined.	0.481	83	2
0	124	40	23	in the gelcircuitry of his brain, Seurat met an idea that was not his: with Omnius's implant, one of a thousand in the subgroup of the independent robot's databases that led him along the right paths, as the evermind had determined.	0.493	78	2
0	124	40	0	Within his gelcircuitry brain, Seurat encountered a thought that was not his own: an Omnius implant, one of thousands in the independent robot's subset of databases that guided him along the proper paths, as constructed for him by the evermind.	-2	100	2
0	124	40	29	in the gelcircuitry of his brain, Seurat encountered an idea that was not his: with Omnius's implant, one of a thousand in the subset of the independent robot's databases that led him along the right paths, as the evermind had determined.	0.484	90	2
0	91	20	0	Uh-uh. The reason I ask is, Mr. Ashbaugh seemed to trust you with the witnessing of such an important document.	-2	100	2
0	91	20	27	I'm asking because Mr. Ashbaugh trusted you with witness testimony.	0.649	60	2
0	91	20	35	I only ask because Mr. Ashbaugh believed you with a document of such an important document.	-1	45	1
0	91	20	11 14	I'm asking because Mr. Ashbaugh believed you with the testimony of such an important document.	0.603	55	1
0	91	20	31	I'm asking because Mr. Ashbaugh trusted you with witnessing an important document seem so important.	1.115	59	1
0	83	10	5 7 12 14 19 27	Looks like it's time to go to Kal - El's house.	0.616	65	2
0	83	10	21	Looks like it's about time Kal - El's here.	0.806	36	2
0	83	10	1 8 28 30 31	Looks like it's time for Kal - El to go home.	0.281	94	2
0	83	10	3 6 10 13 15 16 18 22 26	Looks like it's time Kal - El went home.	0.431	60	2
0	83	10	0	Looks like it's finally time for Kal-El to go home.	-2	100	2
0	139	40	27	the derogating measure will only have a negligible impact on the overall amount of taxation collected at the level of the end - use and will not have a negative impact on the Union ’s resources accruing from VAT, HAS ADOPTED THIS DECISION:	0.523	87	2
